Folder,Object,Mangled Name,Demangled Name,Start Address
,,_ZN2al9stopAllSeEPKNS_5SceneEj,"al::stopAllSe(al::Scene const*,unsigned int)",0x71009d0f5c
,,_ZN2al13initPadRumbleEPKNS_5SceneERKNS_13SceneInitInfoE,"al::initPadRumble(al::Scene const*,al::SceneInitInfo const&)",0x71009d0f70
,,_ZN2al13stopPadRumbleEPKNS_5SceneE,al::stopPadRumble(al::Scene const*),0x71009d0fac
,,_ZN2al14pausePadRumbleEPKNS_5SceneE,al::pausePadRumble(al::Scene const*),0x71009d0fb8
,,_ZN2al17endPausePadRumbleEPKNS_5SceneE,al::endPausePadRumble(al::Scene const*),0x71009d0fc4
,,_ZN2al17validatePadRumbleEPNS_5SceneE,al::validatePadRumble(al::Scene *),0x71009d0fd0
,,_ZN2al19invalidatePadRumbleEPNS_5SceneE,al::invalidatePadRumble(al::Scene *),0x71009d0fe4
,,_ZN2al22setPadRumblePowerLevelEPNS_5SceneEi,"al::setPadRumblePowerLevel(al::Scene *,int)",0x71009d0ff4
,,_ZN2al21getPreLoadFileListArcEv,al::getPreLoadFileListArc(void),0x71009d1004
,,_ZN2al21tryRequestPreLoadFileEPKNS_5SceneERKNS_13SceneInitInfoEiPN4sead4HeapE,"al::tryRequestPreLoadFile(al::Scene const*,al::SceneInitInfo const&,int,sead::Heap *)",0x71009d1040
,,_ZN15alSceneFunction39initAreaCameraSwitcherMultiForPrototypeEPKN2al5SceneE,alSceneFunction::initAreaCameraSwitcherMultiForPrototype(al::Scene const*),0x71009d10b8
Library/Screen,ScreenFader.o,_ZN2al11ScreenFaderC2Ev,al::ScreenFader::ScreenFader(void),0x71009d10c8
,,_ZN2al11ScreenFader5startEiifRKN4sead7Color4fE,"al::ScreenFader::start(int,int,float,sead::Color4f const&)",0x71009d10f4
,,_ZN2al11ScreenFader3endEi,al::ScreenFader::end(int),0x71009d1118
,,_ZN2al11ScreenFader6updateEv,al::ScreenFader::update(void),0x71009d1144
,,_ZNK2al11ScreenFader7tryDrawEPN3agl11DrawContextERKN4sead8ViewportERKNS1_12RenderBufferE,"al::ScreenFader::tryDraw(agl::DrawContext *,sead::Viewport const&,agl::RenderBuffer const&)const",0x71009d1178
,,sub_71009D1224,,0x71009d1224
,ScreenFunction.o,_ZN2al15getDisplayWidthEv,al::getDisplayWidth(void),0x71009d140c
,,_ZN2al16getDisplayHeightEv,al::getDisplayHeight(void),0x71009d1414
,,_ZN2al18getSubDisplayWidthEv,al::getSubDisplayWidth(void),0x71009d141c
,,_ZN2al19getSubDisplayHeightEv,al::getSubDisplayHeight(void),0x71009d1424
,,_ZN2al21getLayoutDisplayWidthEv,al::getLayoutDisplayWidth(void),0x71009d142c
,,_ZN2al22getLayoutDisplayHeightEv,al::getLayoutDisplayHeight(void),0x71009d1434
,,_ZN2al22getVirtualDisplayWidthEv,al::getVirtualDisplayWidth(void),0x71009d143c
,,_ZN2al23getVirtualDisplayHeightEv,al::getVirtualDisplayHeight(void),0x71009d1444
,,_ZN2al10isInScreenERKN4sead7Vector2IfEEf,"al::isInScreen(sead::Vector2<float> const&,float)",0x71009d144c
,,_ZN2al26calcScreenPosFromLayoutPosEPN4sead7Vector2IfEERKS2_,"al::calcScreenPosFromLayoutPos(sead::Vector2<float> *,sead::Vector2<float> const&)",0x71009d14a0
,,_ZN2al26calcLayoutPosFromScreenPosEPN4sead7Vector2IfEERKS2_,"al::calcLayoutPosFromScreenPos(sead::Vector2<float> *,sead::Vector2<float> const&)",0x71009d14cc
,,_ZN2al22calcWorldPosFromScreenEPN4sead7Vector3IfEERKNS0_7Vector2IfEERKNS0_8Matrix34IfEEf,"al::calcWorldPosFromScreen(sead::Vector3<float> *,sead::Vector2<float> const&,sead::Matrix34<float> const&,float)",0x71009d14f8
,,_ZN2al25calcWorldPosFromScreenPosEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEEf,"al::calcWorldPosFromScreenPos(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,float)",0x71009d1620
,,_ZN2al25calcWorldPosFromLayoutPosEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEEf,"al::calcWorldPosFromLayoutPos(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,float)",0x71009d1664
,,_ZN2al25calcWorldPosFromScreenPosEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEERKS2_,"al::calcWorldPosFromScreenPos(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,sead::Vector3<float> const&)",0x71009d1774
,,_ZN2al25calcWorldPosFromLayoutPosEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEERKS2_,"al::calcWorldPosFromLayoutPos(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,sead::Vector3<float> const&)",0x71009d17b8
,,_ZN2al28calcWorldPosFromScreenPosSubEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEEf,"al::calcWorldPosFromScreenPosSub(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,float)",0x71009d18f0
,,_ZN2al28calcWorldPosFromLayoutPosSubEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEEf,"al::calcWorldPosFromLayoutPosSub(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,float)",0x71009d1924
,,_ZN2al28calcWorldPosFromScreenPosSubEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEERKS2_,"al::calcWorldPosFromScreenPosSub(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,sead::Vector3<float> const&)",0x71009d1a28
,,_ZN2al28calcWorldPosFromLayoutPosSubEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEERKS2_,"al::calcWorldPosFromLayoutPosSub(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,sead::Vector3<float> const&)",0x71009d1a5c
,,_ZN14ScreenFunction33calcWorldPositionFromCenterScreenEPN4sead7Vector3IfEERKNS0_7Vector2IfEERKS2_RKNS0_6CameraERKNS0_10ProjectionERKNS0_8ViewportE,"ScreenFunction::calcWorldPositionFromCenterScreen(sead::Vector3<float> *,sead::Vector2<float> const&,sead::Vector3<float> const&,sead::Camera const&,sead::Projection const&,sead::Viewport const&)",0x71009d1b88
,,_ZN2al25calcScreenPosFromWorldPosEPN4sead7Vector2IfEEPKNS_10IUseCameraERKNS0_7Vector3IfEE,"al::calcScreenPosFromWorldPos(sead::Vector2<float> *,al::IUseCamera const*,sead::Vector3<float> const&)",0x71009d1c70
,,_ZN2al25calcLayoutPosFromWorldPosEPN4sead7Vector2IfEEPKNS_10IUseCameraERKNS0_7Vector3IfEE,"al::calcLayoutPosFromWorldPos(sead::Vector2<float> *,al::IUseCamera const*,sead::Vector3<float> const&)",0x71009d1d30
,,_ZN2al28calcScreenPosFromWorldPosSubEPN4sead7Vector2IfEEPKNS_10IUseCameraERKNS0_7Vector3IfEE,"al::calcScreenPosFromWorldPosSub(sead::Vector2<float> *,al::IUseCamera const*,sead::Vector3<float> const&)",0x71009d1dcc
,,_ZN2al28calcLayoutPosFromWorldPosSubEPN4sead7Vector2IfEEPKNS_10IUseCameraERKNS0_7Vector3IfEE,"al::calcLayoutPosFromWorldPosSub(sead::Vector2<float> *,al::IUseCamera const*,sead::Vector3<float> const&)",0x71009d1e7c
,,_ZN2al25calcLayoutPosFromWorldPosEPN4sead7Vector3IfEEPKNS_10IUseCameraERKS2_,"al::calcLayoutPosFromWorldPos(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector3<float> const&)",0x71009d1f0c
,,_ZN2al42calcLayoutPosFromWorldPosWithClampOutRangeEPN4sead7Vector3IfEEPKNS_10IUseCameraERKS2_fi,"al::calcLayoutPosFromWorldPosWithClampOutRange(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector3<float> const&,float,int)",0x71009d1fb8
,,_ZN2al42calcLayoutPosFromWorldPosWithClampOutRangeEPN4sead7Vector3IfEEPKNS_15SceneCameraInfoERKS2_fi,"al::calcLayoutPosFromWorldPosWithClampOutRange(sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector3<float> const&,float,int)",0x71009d200c
,,_ZN2al42calcLayoutPosFromWorldPosWithClampByScreenEPN4sead7Vector3IfEEPKNS_10IUseCameraERKS2_,"al::calcLayoutPosFromWorldPosWithClampByScreen(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector3<float> const&)",0x71009d20dc
,,_ZN2al25calcLayoutPosFromWorldPosEPN4sead7Vector3IfEEPKNS_15SceneCameraInfoERKS2_i,"al::calcLayoutPosFromWorldPos(sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector3<float> const&,int)",0x71009d21dc
,,_ZN2al31calcScreenRadiusFromWorldRadiusERKN4sead7Vector3IfEEPKNS_10IUseCameraEf,"al::calcScreenRadiusFromWorldRadius(sead::Vector3<float> const&,al::IUseCamera const*,float)",0x71009d2278
,,_ZN2al34calcScreenRadiusFromWorldRadiusSubERKN4sead7Vector3IfEEPKNS_10IUseCameraEf,"al::calcScreenRadiusFromWorldRadiusSub(sead::Vector3<float> const&,al::IUseCamera const*,float)",0x71009d230c
,,_ZN2al31calcLayoutRadiusFromWorldRadiusERKN4sead7Vector3IfEEPKNS_10IUseCameraEf,"al::calcLayoutRadiusFromWorldRadius(sead::Vector3<float> const&,al::IUseCamera const*,float)",0x71009d23a8
,,_ZN2al39calcCameraPosToWorldPosDirFromScreenPosEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEEf,"al::calcCameraPosToWorldPosDirFromScreenPos(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,float)",0x71009d2450
,,_ZN2al39calcCameraPosToWorldPosDirFromScreenPosEPN4sead7Vector3IfEEPKNS_15SceneCameraInfoERKNS0_7Vector2IfEEfi,"al::calcCameraPosToWorldPosDirFromScreenPos(sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector2<float> const&,float,int)",0x71009d251c
,,_ZN2al39calcCameraPosToWorldPosDirFromScreenPosEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEERKS2_,"al::calcCameraPosToWorldPosDirFromScreenPos(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,sead::Vector3<float> const&)",0x71009d25d8
,,_ZN2al39calcCameraPosToWorldPosDirFromScreenPosEPN4sead7Vector3IfEEPKNS_15SceneCameraInfoERKNS0_7Vector2IfEERKS2_i,"al::calcCameraPosToWorldPosDirFromScreenPos(sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector2<float> const&,sead::Vector3<float> const&,int)",0x71009d269c
,,_ZN2al42calcCameraPosToWorldPosDirFromScreenPosSubEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEEf,"al::calcCameraPosToWorldPosDirFromScreenPosSub(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,float)",0x71009d2758
,,_ZN2al42calcCameraPosToWorldPosDirFromScreenPosSubEPN4sead7Vector3IfEEPKNS_10IUseCameraERKNS0_7Vector2IfEERKS2_,"al::calcCameraPosToWorldPosDirFromScreenPosSub(sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,sead::Vector3<float> const&)",0x71009d27ec
,,_ZN2al37calcLineCameraToWorldPosFromScreenPosEPN4sead7Vector3IfEES3_PKNS_10IUseCameraERKNS0_7Vector2IfEEff,"al::calcLineCameraToWorldPosFromScreenPos(sead::Vector3<float> *,sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,float,float)",0x71009d2880
,,_ZN2al37calcLineCameraToWorldPosFromScreenPosEPN4sead7Vector3IfEES3_PKNS_10IUseCameraERKNS0_7Vector2IfEE,"al::calcLineCameraToWorldPosFromScreenPos(sead::Vector3<float> *,sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&)",0x71009d2a38
,,_ZN2al40calcLineCameraToWorldPosFromScreenPosSubEPN4sead7Vector3IfEES3_PKNS_10IUseCameraERKNS0_7Vector2IfEEff,"al::calcLineCameraToWorldPosFromScreenPosSub(sead::Vector3<float> *,sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&,float,float)",0x71009d2aa4
,,_ZN2al40calcLineCameraToWorldPosFromScreenPosSubEPN4sead7Vector3IfEES3_PKNS_10IUseCameraERKNS0_7Vector2IfEE,"al::calcLineCameraToWorldPosFromScreenPosSub(sead::Vector3<float> *,sead::Vector3<float> *,al::IUseCamera const*,sead::Vector2<float> const&)",0x71009d2c38
,,_ZN2al25calcWorldPosFromLayoutPosEPN4sead7Vector3IfEEPKNS_15SceneCameraInfoERKNS0_7Vector2IfEEfi,"al::calcWorldPosFromLayoutPos(sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector2<float> const&,float,int)",0x71009d2ca4
,,_ZN2al25calcWorldPosFromLayoutPosEPN4sead7Vector3IfEEPKNS_15SceneCameraInfoERKNS0_7Vector2IfEERKS2_i,"al::calcWorldPosFromLayoutPos(sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector2<float> const&,sead::Vector3<float> const&,int)",0x71009d2dd0
,,_ZN2al25calcWorldPosFromScreenPosEPN4sead7Vector3IfEEPKNS_15SceneCameraInfoERKNS0_7Vector2IfEEfi,"al::calcWorldPosFromScreenPos(sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector2<float> const&,float,int)",0x71009d2f14
,,_ZN2al25calcWorldPosFromScreenPosEPN4sead7Vector3IfEEPKNS_15SceneCameraInfoERKNS0_7Vector2IfEERKS2_i,"al::calcWorldPosFromScreenPos(sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector2<float> const&,sead::Vector3<float> const&,int)",0x71009d2f68
,,_ZN2al25calcLayoutPosFromWorldPosEPN4sead7Vector2IfEEPKNS_15SceneCameraInfoERKNS0_7Vector3IfEEi,"al::calcLayoutPosFromWorldPos(sead::Vector2<float> *,al::SceneCameraInfo const*,sead::Vector3<float> const&,int)",0x71009d2fbc
,,_ZN2al37calcLineCameraToWorldPosFromScreenPosEPN4sead7Vector3IfEES3_PKNS_15SceneCameraInfoERKNS0_7Vector2IfEEffi,"al::calcLineCameraToWorldPosFromScreenPos(sead::Vector3<float> *,sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector2<float> const&,float,float,int)",0x71009d3050
,,_ZN2al37calcLineCameraToWorldPosFromScreenPosEPN4sead7Vector3IfEES3_PKNS_15SceneCameraInfoERKNS0_7Vector2IfEEi,"al::calcLineCameraToWorldPosFromScreenPos(sead::Vector3<float> *,sead::Vector3<float> *,al::SceneCameraInfo const*,sead::Vector2<float> const&,int)",0x71009d321c
,,_ZN2al21ScreenCaptureExecutorC2Ei,al::ScreenCaptureExecutor::ScreenCaptureExecutor(int),0x71009d3298
,,_ZN2al21ScreenCaptureExecutorD2Ev,al::ScreenCaptureExecutor::~ScreenCaptureExecutor(),0x71009d3340
,,_ZN2al21ScreenCaptureExecutorD0Ev,al::ScreenCaptureExecutor::~ScreenCaptureExecutor(),0x71009d33c0
,,_ZN2al21ScreenCaptureExecutor19createScreenCaptureEiii,"al::ScreenCaptureExecutor::createScreenCapture(int,int,int)",0x71009d3444
,,_ZN2al21ScreenCaptureExecutor17tryCaptureAndDrawEPN3agl11DrawContextEPKNS1_12RenderBufferEi,"al::ScreenCaptureExecutor::tryCaptureAndDraw(agl::DrawContext *,agl::RenderBuffer const*,int)",0x71009d34a0
,,_ZNK2al21ScreenCaptureExecutor6isDrawEi,al::ScreenCaptureExecutor::isDraw(int)const,0x71009d3538
,,_ZNK2al21ScreenCaptureExecutor4drawEPN3agl11DrawContextEPKNS1_12RenderBufferEi,"al::ScreenCaptureExecutor::draw(agl::DrawContext *,agl::RenderBuffer const*,int)const",0x71009d3548
,,_ZN2al21ScreenCaptureExecutor10tryCaptureEPN3agl11DrawContextEPKNS1_12RenderBufferEi,"al::ScreenCaptureExecutor::tryCapture(agl::DrawContext *,agl::RenderBuffer const*,int)",0x71009d3558
,,_ZN2al21ScreenCaptureExecutor14requestCaptureEbi,"al::ScreenCaptureExecutor::requestCapture(bool,int)",0x71009d35b8
,,_ZN2al21ScreenCaptureExecutor6onDrawEi,al::ScreenCaptureExecutor::onDraw(int),0x71009d35e0
,,_ZN2al21ScreenCaptureExecutor7offDrawEi,al::ScreenCaptureExecutor::offDraw(int),0x71009d35f4
,,_ZN2al21ScreenCaptureExecutor7offDrawEv,al::ScreenCaptureExecutor::offDraw(void),0x71009d3604
,,_ZN2al15ScreenCoverCtrlC2Ev,al::ScreenCoverCtrl::ScreenCoverCtrl(void),0x71009d3618
,,_ZN2al15ScreenCoverCtrl25requestCaptureScreenCoverEi,al::ScreenCoverCtrl::requestCaptureScreenCover(int),0x71009d3628
,,_ZN2al15ScreenCoverCtrl6updateEv,al::ScreenCoverCtrl::update(void),0x71009d364c
,ScreenPointKeeper.o,_ZN2al19ScreenPointDirectorC2Ev,al::ScreenPointDirector::ScreenPointDirector(void),0x71009d3668
,,_ZN2al19ScreenPointDirector14registerTargetEPNS_17ScreenPointTargetE,al::ScreenPointDirector::registerTarget(al::ScreenPointTarget *),0x71009d36a0
,,_ZN2al19ScreenPointDirector13setCheckGroupEPNS_17ScreenPointTargetE,al::ScreenPointDirector::setCheckGroup(al::ScreenPointTarget *),0x71009d36a8
,,_ZN2al19ScreenPointDirector15hitCheckSegmentEPNS_13ScreenPointerEPN4sead8ObjArrayINS_24ScreenPointTargetHitInfoEEEiRKNS3_7Vector3IfEESB_,"al::ScreenPointDirector::hitCheckSegment(al::ScreenPointer *,sead::ObjArray<al::ScreenPointTargetHitInfo> *,int,sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71009d36b4
,,_ZN2al19ScreenPointDirector20hitCheckScreenCircleEPNS_13ScreenPointerEPN4sead8ObjArrayINS_24ScreenPointTargetHitInfoEEEiRKNS3_7Vector2IfEEff,"al::ScreenPointDirector::hitCheckScreenCircle(al::ScreenPointer *,sead::ObjArray<al::ScreenPointTargetHitInfo> *,int,sead::Vector2<float> const&,float,float)",0x71009d3978
,,_ZN2al19ScreenPointDirector20hitCheckLayoutCircleEPNS_13ScreenPointerEPN4sead8ObjArrayINS_24ScreenPointTargetHitInfoEEEiRKNS3_7Vector2IfEEffPFiPKS5_SD_E,"al::ScreenPointDirector::hitCheckLayoutCircle(al::ScreenPointer *,sead::ObjArray<al::ScreenPointTargetHitInfo> *,int,sead::Vector2<float> const&,float,float,int (*)(al::ScreenPointTargetHitInfo const*,al::ScreenPointTargetHitInfo const*))",0x71009d3c90
,,_ZN2al13ScreenPointerC1ERKNS_13ActorInitInfoEPKc,"al::ScreenPointer::ScreenPointer(al::ActorInitInfo const&,char const*)",0x71009d40e8
,,_ZN2al13ScreenPointer15hitCheckSegmentERKN4sead7Vector3IfEES5_,"al::ScreenPointer::hitCheckSegment(sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71009d4180
,,_ZN2al13ScreenPointer20hitCheckScreenCircleERKN4sead7Vector2IfEEff,"al::ScreenPointer::hitCheckScreenCircle(sead::Vector2<float> const&,float,float)",0x71009d41a8
,,_ZN2al13ScreenPointer20hitCheckLayoutCircleERKN4sead7Vector2IfEEffPFiPKNS_24ScreenPointTargetHitInfoES8_E,"al::ScreenPointer::hitCheckLayoutCircle(sead::Vector2<float> const&,float,float,int (*)(al::ScreenPointTargetHitInfo const*,al::ScreenPointTargetHitInfo const*))",0x71009d41c8
,,_ZN2al13ScreenPointer21recheckAndSortSegmentERKN4sead7Vector3IfEES5_,"al::ScreenPointer::recheckAndSortSegment(sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71009d41f0
,,_ZNK2al13ScreenPointer12getHitTargetEi,al::ScreenPointer::getHitTarget(int)const,0x71009d445c
,,_ZNK2al13ScreenPointer11isHitTargetEPKNS_17ScreenPointTargetE,al::ScreenPointer::isHitTarget(al::ScreenPointTarget const*)const,0x71009d446c
,,_ZN2al24compareScreenPointTargetEPKNS_24ScreenPointTargetHitInfoES2_,"al::compareScreenPointTarget(al::ScreenPointTargetHitInfo const*,al::ScreenPointTargetHitInfo const*)",0x71009d44b4
,,_ZN2al40compareScreenPointTargetPriorDirectPointEPKNS_24ScreenPointTargetHitInfoES2_,"al::compareScreenPointTargetPriorDirectPoint(al::ScreenPointTargetHitInfo const*,al::ScreenPointTargetHitInfo const*)",0x71009d44f4
,,_ZN2al30isExistScreenPointTargetKeeperEPNS_9LiveActorE,al::isExistScreenPointTargetKeeper(al::LiveActor *),0x71009d45c0
,,_ZN2al28isScreenPointTargetArrayFullEPNS_9LiveActorE,al::isScreenPointTargetArrayFull(al::LiveActor *),0x71009d45d0
,,_ZN2al24isExistScreenPointTargetEPNS_9LiveActorEPKc,"al::isExistScreenPointTarget(al::LiveActor *,char const*)",0x71009d45e4
,,_ZN2al20addScreenPointTargetEPNS_9LiveActorERKNS_13ActorInitInfoEPKcfS6_RKN4sead7Vector3IfEE,"al::addScreenPointTarget(al::LiveActor *,al::ActorInitInfo const&,char const*,float,char const*,sead::Vector3<float> const&)",0x71009d45ec
,,_ZN2al32hitCheckSegmentScreenPointTargetEPNS_13ScreenPointerERKN4sead7Vector3IfEES6_,"al::hitCheckSegmentScreenPointTarget(al::ScreenPointer *,sead::Vector3<float> const&,sead::Vector3<float> const&)",0x71009d4684
,,_ZN2al37hitCheckScreenCircleScreenPointTargetEPNS_13ScreenPointerERKN4sead7Vector2IfEEff,"al::hitCheckScreenCircleScreenPointTarget(al::ScreenPointer *,sead::Vector2<float> const&,float,float)",0x71009d4688
,,_ZN2al37hitCheckLayoutCircleScreenPointTargetEPNS_13ScreenPointerERKN4sead7Vector2IfEEffPFiPKNS_24ScreenPointTargetHitInfoES9_E,"al::hitCheckLayoutCircleScreenPointTarget(al::ScreenPointer *,sead::Vector2<float> const&,float,float,int (*)(al::ScreenPointTargetHitInfo const*,al::ScreenPointTargetHitInfo const*))",0x71009d468c
,,_ZN2al22isHitScreenPointTargetEPNS_13ScreenPointerEPKNS_17ScreenPointTargetE,"al::isHitScreenPointTarget(al::ScreenPointer *,al::ScreenPointTarget const*)",0x71009d4690
,,_ZN2al24sendMsgScreenPointTargetERKNS_9SensorMsgEPNS_13ScreenPointerEPNS_17ScreenPointTargetE,"al::sendMsgScreenPointTarget(al::SensorMsg const&,al::ScreenPointer *,al::ScreenPointTarget *)",0x71009d4694
,,_ZN2al15getHitTargetNumEPNS_13ScreenPointerE,al::getHitTargetNum(al::ScreenPointer *),0x71009d46bc
,,_ZN2al15getHitTargetPosEPNS_13ScreenPointerEi,"al::getHitTargetPos(al::ScreenPointer *,int)",0x71009d46c4
,,_ZN2al18getHitTargetRadiusEPNS_13ScreenPointerEi,"al::getHitTargetRadius(al::ScreenPointer *,int)",0x71009d46dc
,,_ZN21alScreenPointFunction20updateScreenPointAllEPN2al9LiveActorE,alScreenPointFunction::updateScreenPointAll(al::LiveActor *),0x71009d46f0
,,_ZN2al21ScreenPointCheckGroupC2Ei,al::ScreenPointCheckGroup::ScreenPointCheckGroup(int),0x71009d46f8
,,_ZN2al21ScreenPointCheckGroup8setValidEPNS_17ScreenPointTargetE,al::ScreenPointCheckGroup::setValid(al::ScreenPointTarget *),0x71009d4774
,,_ZN2al21ScreenPointCheckGroup10setInvalidEPNS_17ScreenPointTargetE,al::ScreenPointCheckGroup::setInvalid(al::ScreenPointTarget *),0x71009d47d0
,,_ZNK2al21ScreenPointCheckGroup9getTargetEi,al::ScreenPointCheckGroup::getTarget(int)const,0x71009d4834
,,_ZN2al21ScreenPointCheckGroup9setTargetEPNS_17ScreenPointTargetE,al::ScreenPointCheckGroup::setTarget(al::ScreenPointTarget *),0x71009d4840
,,_ZN2al17ScreenPointKeeper11isExistFileEPKNS_8ResourceEPKc,"al::ScreenPointKeeper::isExistFile(al::Resource const*,char const*)",0x71009d485c
,,_ZN2al17ScreenPointKeeperC2Ev,al::ScreenPointKeeper::ScreenPointKeeper(void),0x71009d48dc
,,_ZN2al17ScreenPointKeeper10initByYamlEPNS_9LiveActorEPKNS_8ResourceERKNS_13ActorInitInfoEPKc,"al::ScreenPointKeeper::initByYaml(al::LiveActor *,al::Resource const*,al::ActorInitInfo const&,char const*)",0x71009d4aa0
,,_ZN2al17ScreenPointKeeper9initArrayEi,al::ScreenPointKeeper::initArray(int),0x71009d4c0c
,,_ZN2al17ScreenPointKeeper9addTargetEPNS_9LiveActorERKNS_13ActorInitInfoEPKcfPKN4sead7Vector3IfEES7_RSB_,"al::ScreenPointKeeper::addTarget(al::LiveActor *,al::ActorInitInfo const&,char const*,float,sead::Vector3<float> const*,char const*,sead::Vector3<float> const&)",0x71009d4c18
,,_ZN2al17ScreenPointKeeper6updateEv,al::ScreenPointKeeper::update(void),0x71009d4cf8
,,_ZN2al17ScreenPointKeeper8validateEv,al::ScreenPointKeeper::validate(void),0x71009d4d60
,,_ZNK2al17ScreenPointKeeper9getTargetEi,al::ScreenPointKeeper::getTarget(int)const,0x71009d4dc8
,,_ZN2al17ScreenPointKeeper10invalidateEv,al::ScreenPointKeeper::invalidate(void),0x71009d4de8
,,_ZN2al17ScreenPointKeeper16validateBySystemEv,al::ScreenPointKeeper::validateBySystem(void),0x71009d4e50
,,_ZN2al17ScreenPointKeeper18invalidateBySystemEv,al::ScreenPointKeeper::invalidateBySystem(void),0x71009d4eb8
,,_ZNK2al17ScreenPointKeeper9getTargetEPKc,al::ScreenPointKeeper::getTarget(char const*)const,0x71009d4f20
,,_ZNK2al17ScreenPointKeeper13isExistTargetEPKc,al::ScreenPointKeeper::isExistTarget(char const*)const,0x71009d4fe4
,ScreenPointTarget.o,_ZN2al17ScreenPointTargetC2EPNS_9LiveActorEPKcfPKN4sead7Vector3IfEES4_RS8_,"al::ScreenPointTarget::ScreenPointTarget(al::LiveActor *,char const*,float,sead::Vector3<float> const*,char const*,sead::Vector3<float> const&)",0x71009d506c
,,_ZN2al17ScreenPointTarget26setFollowMtxPtrByJointNameEPKNS_9LiveActorE,al::ScreenPointTarget::setFollowMtxPtrByJointName(al::LiveActor const*),0x71009d54fc
,,_ZNK2al17ScreenPointTarget12getJointNameEv,al::ScreenPointTarget::getJointName(void)const,0x71009d5554
,,_ZN2al17ScreenPointTarget6updateEv,al::ScreenPointTarget::update(void),0x71009d5560
,,_ZN2al17ScreenPointTarget8validateEv,al::ScreenPointTarget::validate(void),0x71009d57b0
,,_ZN2al17ScreenPointTarget10invalidateEv,al::ScreenPointTarget::invalidate(void),0x71009d57dc
,,_ZN2al17ScreenPointTarget16validateBySystemEv,al::ScreenPointTarget::validateBySystem(void),0x71009d5804
,,_ZN2al17ScreenPointTarget18invalidateBySystemEv,al::ScreenPointTarget::invalidateBySystem(void),0x71009d5848
,,_ZNK2al17ScreenPointTarget15getTargetRadiusEv,al::ScreenPointTarget::getTargetRadius(void)const,0x71009d5888
,,_ZNK2al17ScreenPointTarget13getTargetNameEv,al::ScreenPointTarget::getTargetName(void)const,0x71009d589c
,,_ZN2al17ScreenPointTarget13setTargetNameEPKc,al::ScreenPointTarget::setTargetName(char const*),0x71009d58a8
,,_ZN2al17ScreenPointTarget15setTargetRadiusEf,al::ScreenPointTarget::setTargetRadius(float),0x71009d58c4
,,_ZN2al17ScreenPointTarget24setTargetFollowPosOffsetERKN4sead7Vector3IfEE,al::ScreenPointTarget::setTargetFollowPosOffset(sead::Vector3<float> const&),0x71009d58d0
,,_ZN2al17ScreenPointTarget12setJointNameEPKc,al::ScreenPointTarget::setJointName(char const*),0x71009d58e8
